tp_record_share,ke,ki,id_polizza_exp,id_titolo_invio,id_polizza_invio,compagnia_ania,compagnia_exp,agenzia,numero_polizza_cmp,numero_polizza_cmp_delegataria,progressivo,ramo,effetto_titolo,fl_aggiorna_copertura,tipo_titolo_compagnia,tipo_titolo_share,progressivo_titolo,tipo_polizza,frazionamento,stato_share,id_titolo_exp,id_incasso_exp,dt_pag_cliente,numero_foglio_cassa,data_registrazione_fc,data_foglio_cassa,valuta_share,tipo_coass,ns_quota,tipo_premi_delega,netto_totale,diritti_totale,accessori_totale,imponibile_totale,antiracket_totale,ssn_totale,tasse_totale,lordo_totale,provvigioni_totale,provvigioni_acquisto_totale,provvigioni_acquisto_variabile,provvigioni_incasso_totale,collaboratore_1,collaboratore_2,collaboratore_3,collaboratore_4,provv_tot_c2,provv_tot_c3,provv_tot_c4,provv_acq_c2,provv_acq_c3,provv_acq_c4,provv_inc_c2,provv_inc_c3,provv_inc_c4,indicatore_incasso_subagente,fondo_mutua_totale,mezzo_pagamento_cmp,mezzo_pag_share,rischio_cmp,utente_incasso,importo_scatola_nera,id_anagrafica_exp,mandato,filename,data_elaborazione_file,numero_appendice,data_contenzioso
40,030700000455910,,0119010324336,030700000455910,0119010324336,035,4,119,0119010324336,,0,1,2012-03-01,S,Q,QZ,1,2,2,A,030700000455910,,,,,,EUR,1,10000,Q,117.78,0.0,0.0,117.78,0.0,12.37,31.22,149.0,13.79,0.0,0.0,13.79,119,000,021,000,0.0,5.75,0.0,0.0,0.0,0.0,0.0,5.75,0.0,,0.0,,,10,,0.0,003070000058695,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,030700000600593,,0119010325226,030700000600593,0119010325226,035,4,119,0119010325226,,0,1,2014-07-29,S,Q,QZ,1,2,1,P,030700000600593,,2014-07-16,202.0,2014-07-16,2014-07-16,EUR,1,10000,Q,79.67,0.0,0.0,79.67,0.0,8.37,18.33,98.0,7.79,0.0,0.0,7.79,119,000,058,000,0.0,3.89,0.0,0.0,0.0,0.0,0.0,3.89,0.0,CASSA MANUELA,0.0,1,CC,10,,0.0,003070000055173,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,030700000274455,,0119010337997,030700000274455,0119010337997,035,4,119,0119010337997,,0,1,2009-01-17,S,Q,QZ,1,2,2,P,030700000274455,,2009-01-21,14.0,2009-01-21,2009-01-21,EUR,1,10000,Q,292.51,7.75,0.0,300.26,0.6,25.31,72.24,372.5,41.92,0.0,0.0,41.92,119,000,031,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,CC,20,,0.0,003070000057335,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,030700000330519,,0119010341600,030700000330519,0119010341600,035,4,119,0119010341600,,0,1,2010-01-20,S,Q,QZ,1,2,1,P,030700000330519,,2010-01-15,23.0,2010-01-28,2010-01-28,EUR,1,10000,Q,176.43,0.0,0.0,176.43,0.0,18.52,40.57,217.0,20.66,0.0,0.0,20.66,11903,000,003,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASSA,0.0,1,CC,10,,0.0,003070000057779,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,030700000384096,,0119010341600,030700000384096,0119010341600,035,4,119,0119010341600,,0,1,2011-01-20,S,Q,QZ,1,2,1,P,030700000384096,,2011-01-10,7.0,2011-01-12,2011-01-12,EUR,1,10000,Q,180.49,0.0,0.0,180.49,0.0,18.95,41.51,222.0,21.12,0.0,0.0,21.12,11903,000,003,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASSA,0.0,1,CC,10,,0.0,003070000057779,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,030700000366308,,0119010344200,030700000366308,0119010344200,035,4,119,0119010344200,,0,1,2010-09-08,S,Q,QZ,1,2,2,P,030700000366308,,2010-09-15,223.0,2010-09-28,2010-09-28,EUR,1,10000,Q,184.14,0.0,0.0,184.14,0.0,19.34,42.36,226.5,21.56,0.0,0.0,21.56,11906,000,006,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,CC,10,,0.0,003070000054906,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,030700000297763,,0119010346412,030700000297763,0119010346412,035,4,119,0119010346412,,0,1,2009-06-05,S,Q,QZ,1,2,1,P,030700000297763,,2009-06-10,126.0,2009-06-12,2009-06-12,EUR,1,10000,Q,78.04,0.0,0.0,78.04,0.0,8.2,17.96,96.0,9.15,0.0,0.0,9.15,11903,000,003,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,CC,10,,0.0,003070000061278,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,030700000460214,,0119010346721,030700000460214,0119010346721,035,4,119,0119010346721,,0,1,2012-03-29,S,Q,QZ,1,2,2,A,030700000460214,,,,,,EUR,1,10000,Q,196.84,0.0,0.0,196.84,0.0,20.67,52.16,249.0,19.21,0.0,0.0,19.21,11903,000,003,000,0.0,9.61,0.0,0.0,0.0,0.0,0.0,9.61,0.0,,0.0,,,10,,0.0,003070000061278,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,030700000457012,,0119010350923,030700000457012,0119010350923,035,4,119,0119010350923,,0,1,2012-04-07,S,Q,QZ,1,2,1,A,030700000457012,,,,,,EUR,1,10000,Q,456.32,6.0,0.0,462.32,1.09,37.11,115.18,577.5,62.9,0.0,0.0,62.9,11906,000,006,000,0.0,22.69,0.0,0.0,0.0,0.0,0.0,22.69,0.0,,0.0,,,20,,0.0,003070000061234,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000019066238,,0119030010187,000000019066238,0119030010187,035,4,119,0119030010187,,0,3,2020-08-06,N,Q,QZ,1,1,1,P,000000019066238,,2020-07-27,313.0,2020-07-28,2020-07-28,EUR,1,10000,Q,38.5,5.73,5.58,49.81,0.0,0.0,11.09,60.9,13.58,4.85,0.0,8.73,11902,000,062,000,0.0,5.06,0.0,0.0,2.42,0.0,0.0,2.64,0.0,BONIFICO,0.0,4,BB,300,,,000000005142497,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000000566937,,0119030041110,000000000566937,0119030041110,035,4,119,0119030041110,,0,3,2009-05-27,S,Q,QZ,1,1,1,P,000000000566937,,2009-05-08,116.0,2009-05-29,2009-05-29,EUR,1,10000,Q,38.51,0.0,3.85,42.36,0.0,0.0,9.43,51.79,8.28,3.2,3.2,5.08,11903,000,003,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCP,0.0,256,CP,300,,,000000005150823,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000001712253,,0119030041291,000000001712253,0119030041291,035,4,119,0119030041291,,0,3,2012-03-30,N,A,AD,1,1,1,P,000000001712253,,2012-03-21,71.0,2012-03-21,2012-03-21,EUR,1,10000,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,000,102,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASSA RECEPTION,0.0,1,CC,330,,,003070000079403,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000007823991,,0119030041917,000000007823991,0119030041917,035,4,119,0119030041917,,0,3,2015-12-31,N,Q,QZ,1,1,1,P,000000007823991,,2016-01-14,14.0,2016-01-14,2016-01-14,EUR,1,10000,Q,276.56,14.98,27.66,319.2,0.0,0.0,71.03,390.23,78.96,33.46,0.0,45.5,119,000,098,000,0.0,54.76,0.0,0.0,27.38,0.0,0.0,27.38,0.0,SOSPESO BROKER,0.0,1073741824,NN,330,,,003070000061476,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000025795975,,0119030041917,000000025795975,0119030041917,035,4,119,0119030041917,,0,3,2022-12-31,N,Q,QZ,1,1,1,P,000000025795975,,2022-12-13,550.0,2022-12-13,2022-12-13,EUR,1,10000,Q,276.56,14.98,27.66,319.2,0.0,0.0,71.03,390.23,78.96,33.46,0.0,45.5,119,000,150,000,0.0,54.76,0.0,0.0,27.38,0.0,0.0,27.38,0.0,SOSPESO BROKER,0.0,1073741824,NN,330,,,003070000061476,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000011355418,,0119030042278,000000011355418,0119030042278,035,4,119,0119030042278,,0,3,2017-04-30,N,A,AV,1,1,1,P,000000011355418,,2017-05-15,200.0,2017-05-16,2017-05-16,EUR,1,10000,Q,1200.13,5.0,120.01,1325.14,0.0,0.0,294.86,1620.0,267.03,105.61,0.0,161.42,11902,000,027,000,0.0,151.82,0.0,0.0,72.61,0.0,0.0,79.21,0.0,BONIFICO,0.0,4,BB,330,,,000000005152528,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,6.0,
40,000000000941665,,0119030042414,000000000941665,0119030042414,035,4,119,0119030042414,,0,3,2010-05-20,S,Q,QZ,1,1,1,P,000000000941665,,2010-05-13,129.0,2010-05-26,2010-05-26,EUR,1,10000,Q,67.05,6.49,6.7,80.24,0.0,0.0,17.86,98.1,15.73,2.99,2.99,12.74,11991,000,091,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASSA,0.0,1,CC,300,,,000000005155436,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000008508223,,0119030042638,000000008508223,0119030042638,035,4,119,0119030042638,,0,3,2016-04-03,N,Q,QZ,1,1,1,P,000000008508223,,2016-04-08,139.0,2016-04-15,2016-04-15,EUR,1,10000,Q,188.88,11.58,18.89,219.35,0.0,0.0,46.63,265.98,31.88,0.0,0.0,31.88,119,000,077,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BONIFICO,0.0,4,BB,360,,,000000005141666,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000000737805,,0119030042939,000000000737805,0119030042939,035,4,119,0119030042939,,0,3,2009-11-30,S,Q,QZ,1,1,1,P,000000000737805,,2009-12-04,280.0,2009-12-11,2009-12-11,EUR,1,10000,Q,134.69,6.24,13.47,154.4,0.0,0.0,34.36,188.76,32.71,11.19,11.19,21.52,11991,000,091,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASSA,0.0,1,CC,316,,,003070000033080,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000014625012,,0119030042939,000000014625012,0119030042939,035,4,119,0119030042939,,0,3,2018-11-30,N,Q,QZ,1,1,1,P,000000014625012,,2018-12-04,521.0,2018-12-14,2018-12-14,EUR,1,10000,Q,149.65,6.93,14.98,171.56,0.0,0.0,38.19,209.75,42.03,18.11,0.0,23.92,11991,000,091,000,0.0,10.7,0.0,0.0,0.0,0.0,0.0,10.7,0.0,ASSEGNO PER CASSA,0.0,2,AB,316,,,003070000033080,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000001106997,,0119030042946,000000001106997,0119030042946,035,4,119,0119030042946,,0,3,2010-01-23,N,A,AD,1,1,1,P,000000001106997,,2010-10-09,235.0,2010-10-09,2010-10-09,EUR,1,10000,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.58,-10.58,-10.58,0.0,119,000,000,077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,300,,,003070000058227,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000002438995,,0119030043060,000000002438995,0119030043060,035,4,119,0119030043060,,0,3,2013-03-27,N,Q,QZ,1,1,2,P,000000002438995,,2013-04-18,107.0,2013-04-18,2013-04-18,EUR,1,10000,Q,210.24,7.49,21.02,238.75,0.0,0.0,53.13,291.88,57.68,25.44,0.0,32.24,11900,000,098,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOSPESO BROKER,0.0,1073741824,NN,300,,,003070000066910,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000018069757,,0119030043060,000000018069757,0119030043060,035,4,119,0119030043060,,0,3,2020-03-27,N,Q,QZ,1,1,2,P,000000018069757,,2020-03-26,115.0,2020-03-26,2020-03-26,EUR,1,10000,Q,210.24,7.49,21.02,238.75,0.0,0.0,53.13,291.88,57.68,25.44,0.0,32.24,11900,000,150,000,0.0,41.62,0.0,0.0,20.81,0.0,0.0,20.81,0.0,SOSPESO BROKER,0.0,1073741824,NN,300,,,003070000066910,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000000449832,,0119030043086,000000000449832,0119030043086,035,4,119,0119030043086,,0,3,2009-01-26,N,A,AD,1,1,1,A,000000000449832,,,,,,EUR,1,10000,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.64,-80.64,0.0,0.0,11987,000,087,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,300,,,003070000073215,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000001441703,,0119030043336,000000001441703,0119030043336,035,4,119,0119030043336,,0,3,2011-09-06,N,Q,QZ,1,1,1,P,000000001441703,,2011-09-13,228.0,2011-09-13,2011-09-13,EUR,1,10000,Q,137.37,10.09,13.73,161.19,0.0,0.0,35.87,197.06,25.7,1.51,1.51,24.19,119,000,087,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,CC,300,,,000000005160525,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000000843208,,0119030043424,000000000843208,0119030043424,035,4,119,0119030043424,,0,3,2010-02-08,S,Q,QZ,1,1,1,P,000000000843208,,2010-02-09,33.0,2010-02-09,2010-02-09,EUR,1,10000,Q,152.63,7.3,15.27,175.2,0.0,0.0,38.99,214.19,37.21,12.68,12.68,24.53,119,000,017,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASSA RECEPTION,0.0,1,CC,300,,,000000005160868,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000009734958,,0119030043455,000000009734958,0119030043455,035,4,119,0119030043455,,0,3,2012-12-31,N,W,RP,1,1,1,P,000000009734958,,2016-10-05,374.0,2016-10-05,2016-10-05,EUR,1,10000,Q,-414.67,4.95,-41.47,-451.19,0.0,0.0,0.0,-451.19,-101.95,-50.18,0.0,-51.77,119,000,192,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOSPESO BROKER,0.0,1073741824,NN,330,,,000000005159959,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,14.0,
40,000000015225934,,0119030043485,000000015225934,0119030043485,035,4,119,0119030043485,,0,3,2019-02-07,S,Q,QZ,1,1,1,A,000000015225934,,,,,,EUR,1,10000,Q,221.83,6.72,22.18,250.73,0.0,0.0,55.8,306.53,60.15,26.84,0.0,33.31,11991,000,091,000,0.0,15.86,0.0,0.0,0.0,0.0,0.0,15.86,0.0,,0.0,,,300,,,000000005161314,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000001647500,,0119030043524,000000001647500,0119030043524,035,4,119,0119030043524,,0,3,2012-03-07,N,Q,QZ,1,1,1,P,000000001647500,,2012-03-06,66.0,2012-03-14,2012-03-14,EUR,1,10000,Q,27.42,4.95,2.73,35.1,0.0,0.0,7.82,42.92,6.59,0.0,0.0,6.59,11902,000,002,000,0.0,1.96,0.0,0.0,0.0,0.0,0.0,1.96,0.0,CASSA,0.0,1,CC,300,,,000000005160724,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000026600133,,0119030043524,000000026600133,0119030043524,035,4,119,0119030043524,,0,3,2023-03-07,S,Q,QZ,1,1,1,P,000000026600133,,2023-03-07,121.0,2023-03-08,2023-03-08,EUR,1,10000,Q,33.32,5.5,3.32,42.14,0.0,0.0,9.39,51.53,11.73,4.03,0.0,7.7,11902,000,027,000,0.0,4.22,0.0,0.0,2.02,0.0,0.0,2.2,0.0,BONIFICO,0.0,4,BB,300,,,000000005160724,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000001317116,,0119030043577,000000001317116,0119030043577,035,4,119,0119030043577,,0,3,2011-05-24,S,Q,QZ,1,1,1,P,000000001317116,,2011-05-21,152.0,2011-06-13,2011-06-13,EUR,1,10000,Q,41.02,5.95,4.1,51.07,0.0,0.0,11.37,62.44,10.81,1.83,1.83,8.98,11903,000,003,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCP,0.0,256,CP,300,,,000000005145784,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000018481415,,0119030043577,000000018481415,0119030043577,035,4,119,0119030043577,,0,3,2020-05-24,N,Q,QZ,1,1,1,P,000000018481415,,2020-06-03,225.0,2020-06-04,2020-06-04,EUR,1,10000,Q,44.49,6.46,4.44,55.39,0.0,0.0,12.33,67.72,15.13,5.38,0.0,9.75,11903,000,003,000,0.0,5.63,0.0,0.0,2.69,0.0,0.0,2.94,0.0,BONIFICO,0.0,4,BB,300,,,000000005145784,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000001286986,,0119030043602,000000001286986,0119030043602,035,4,119,0119030043602,,0,3,2011-04-04,S,Q,QZ,1,1,1,P,000000001286986,,2011-04-08,97.0,2011-04-08,2011-04-08,EUR,1,10000,Q,329.15,11.38,32.91,373.44,0.0,0.0,83.1,456.54,64.94,14.66,14.66,50.28,119,000,097,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,CC,330,,,000000005153433,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000001706909,,0119030043602,000000001706909,0119030043602,035,4,119,0119030043602,,0,3,2012-04-04,N,A,AV,1,1,1,P,000000001706909,,2012-04-13,90.0,2012-04-13,2012-04-13,EUR,1,10000,Q,348.67,5.0,34.87,388.54,0.0,0.0,86.46,475.0,108.09,59.07,16.88,49.02,119,000,097,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASSA RECEPTION,0.0,1,CC,330,,,000000005153433,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,1.0,
40,000000000460592,,0119030043897,000000000460592,0119030043897,035,4,119,0119030043897,,0,3,2009-02-12,S,W,RP,1,1,1,P,000000000460592,,2009-02-19,38.0,2009-02-20,2009-02-20,EUR,1,10000,Q,341.17,10.0,34.11,385.28,0.0,0.0,85.73,471.01,79.36,28.33,28.33,51.03,119,000,000,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,330,,,003070000060652,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000000891922,,0119030043897,000000000891922,0119030043897,035,4,119,0119030043897,,0,3,2009-02-12,N,W,RP,1,1,1,P,000000000891922,,2010-03-04,54.0,2010-03-04,2010-03-04,EUR,1,10000,Q,14.11,4.92,1.41,20.44,0.0,0.0,4.56,25.0,6.05,1.24,0.0,4.81,119,000,000,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,CC,330,,,003070000060652,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,7.0,
40,000000000595158,,0119030044324,000000000595158,0119030044324,035,4,119,0119030044324,,0,3,2009-06-30,N,Q,QZ,1,1,1,P,000000000595158,,2009-07-15,155.0,2009-07-15,2009-07-15,EUR,1,10000,Q,132.4,14.15,13.24,159.79,0.0,0.0,35.56,195.35,41.99,16.02,0.0,25.97,11900,000,098,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,CC,330,,,000000005162923,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000002555710,,0119030044324,000000002555710,0119030044324,035,4,119,0119030044324,,0,3,2013-06-30,N,Q,QZ,1,1,1,P,000000002555710,,2013-07-23,195.0,2013-07-23,2013-07-23,EUR,1,10000,Q,144.49,15.44,14.45,174.38,0.0,0.0,38.81,213.19,45.81,17.48,0.0,28.33,11900,000,098,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOSPESO BROKER,0.0,1073741824,NN,330,,,000000005162923,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000021514465,,0119030044324,000000021514465,0119030044324,035,4,119,0119030044324,,0,3,2021-06-30,N,Q,QZ,1,1,1,P,000000021514465,,2021-07-01,286.0,2021-07-01,2021-07-01,EUR,1,10000,Q,149.22,15.93,14.92,180.07,0.0,0.0,40.08,220.15,47.32,18.06,0.0,29.26,11900,000,046,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOSPESO BROKER,0.0,1073741824,NN,330,,,000000005162923,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000000595160,,0119030044341,000000000595160,0119030044341,035,4,119,0119030044341,,0,3,2009-06-20,S,W,RP,1,1,2,P,000000000595160,,2009-06-12,137.0,2009-06-25,2009-06-25,EUR,1,10000,Q,433.37,5.91,43.34,482.62,0.0,0.0,107.39,590.01,96.74,35.99,35.99,60.75,11906,000,006,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,CC,330,,,003070000059690,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000000850746,,0119030044341,000000000850746,0119030044341,035,4,119,0119030044341,,0,3,2010-01-20,N,W,RP,1,1,2,A,000000000850746,,,,,,EUR,1,10000,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-260.59,-260.59,0.0,0.0,11906,000,006,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,330,,,003070000059690,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000007377508,,0119030044417,000000007377508,0119030044417,035,4,119,0119030044417,,0,3,2015-09-01,S,Q,QZ,1,1,1,P,000000007377508,,2015-09-15,329.0,2015-09-15,2015-09-15,EUR,1,10000,Q,188.26,12.18,18.82,219.26,0.0,0.0,48.8,268.06,32.16,0.0,0.0,32.16,119,000,071,068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASSA RECEPTION,0.0,1,CC,316,,,000000005152014,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000016759303,,0119030044770,000000016759303,0119030044770,035,4,119,0119030044770,,0,3,2019-09-15,N,Q,QZ,1,1,1,P,000000016759303,,2019-09-30,402.0,2019-09-30,2019-09-30,EUR,1,10000,Q,203.7,21.33,20.37,245.4,0.0,0.0,54.61,300.01,64.34,24.65,0.0,39.69,11900,000,046,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOSPESO BROKER,0.0,1073741824,NN,300,,,003070000001875,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000022164597,,0119030044770,000000022164597,0119030044770,035,4,119,0119030044770,,0,3,2021-09-15,N,Q,QZ,1,1,1,P,000000022164597,,2021-09-03,377.0,2021-09-03,2021-09-03,EUR,1,10000,Q,203.7,21.33,20.37,245.4,0.0,0.0,54.61,300.01,64.34,24.65,0.0,39.69,11900,000,046,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOSPESO BROKER,0.0,1073741824,NN,300,,,003070000001875,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000001317636,,0119030044820,000000001317636,0119030044820,035,4,119,0119030044820,,0,3,2011-05-23,S,Q,QZ,1,1,1,P,000000001317636,,2011-07-07,179.0,2011-07-14,2011-07-14,EUR,1,10000,Q,190.62,10.45,19.07,220.14,0.0,0.0,48.99,269.13,39.92,8.49,8.49,31.43,11903,000,003,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASSA,0.0,1,CC,330,,,003070000038803,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000018474434,,0119030044820,000000018474434,0119030044820,035,4,119,0119030044820,,0,3,2020-05-23,S,Q,QZ,1,1,1,P,000000018474434,,2020-08-03,338.0,2020-08-13,2020-08-13,EUR,1,10000,Q,206.77,11.33,20.69,238.79,0.0,0.0,53.14,291.93,59.12,25.02,0.0,34.1,11903,000,003,000,0.0,26.16,0.0,0.0,12.51,0.0,0.0,13.65,0.0,ASSEGNO PER CASSA,0.0,2,AB,330,,,003070000038803,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000029697345,,0119030045052,000000029697345,0119030045052,035,4,119,0119030045052,,0,3,2024-01-19,N,Q,QZ,1,1,1,A,000000029697345,,,,,,EUR,1,10000,Q,1352.57,5.0,135.26,1492.83,0.0,0.0,332.17,1825.0,345.2,163.66,0.0,181.54,11981,000,046,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,316,,,000000006377244,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000007570025,,0119030045081,000000007570025,0119030045081,035,4,119,0119030045081,,0,3,2015-10-03,N,Q,QZ,1,1,1,P,000000007570025,,2015-10-13,382.0,2015-10-27,2015-10-27,EUR,1,10000,Q,168.68,6.59,16.85,192.12,0.0,0.0,42.76,234.88,26.21,0.0,0.0,26.21,11906,000,006,000,0.0,8.35,0.0,0.0,0.0,0.0,0.0,8.35,0.0,CASSA,0.0,1,CC,300,,,003070000005961,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000000379634,,0119030045104,000000000379634,0119030045104,035,4,119,0119030045104,,0,3,2008-11-05,S,Q,QZ,1,1,1,P,000000000379634,,2008-11-21,10.0,2008-11-21,2008-11-21,EUR,1,10000,Q,55.27,5.39,5.52,66.18,0.0,0.0,14.73,80.91,15.11,4.59,4.59,10.52,119,000,075,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,CC,300,,,003070000070439,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
40,000000006078801,,0119030045136,000000006078801,0119030045136,035,4,119,0119030045136,,0,3,2014-10-09,N,A,AV,1,1,1,P,000000006078801,,2014-12-15,422.0,2014-12-15,2014-12-15,EUR,1,10000,Q,2406.06,20.0,240.61,2666.67,0.0,0.0,593.33,3260.0,567.8,238.2,0.0,329.6,119,000,106,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOSPESO BROKER,0.0,1073741824,NN,330,,,000000005162282,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,11.0,
40,000000012862838,,0119030045136,000000012862838,0119030045136,035,4,119,0119030045136,,0,3,2017-12-13,N,A,AD,1,1,1,P,000000012862838,,2017-12-13,504.0,2017-12-13,2017-12-13,EUR,1,10000,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,000,104,000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASSA MANUELA,0.0,1,CC,330,,,000000005162282,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,17.0,
40,000000001521982,,0119030045215,000000001521982,0119030045215,035,4,119,0119030045215,,0,3,2011-12-31,S,Q,QZ,1,1,1,P,000000001521982,,2011-12-30,335.0,2011-12-30,2011-12-30,EUR,1,10000,Q,244.21,7.54,24.43,276.18,0.0,0.0,61.46,337.64,39.45,2.69,2.69,36.76,11902,000,002,000,0.0,17.46,0.0,0.0,0.0,0.0,0.0,17.46,0.0,CASSA RECEPTION,0.0,1,CC,300,,,003070000053759,1,40_C_4_119_20250120142902_0_P.csv,2025-01-20,,
