tp_record_share,id_polizza_exp,id_anagrafica_exp,id_polizza_invio,compagnia_ania,compagnia_exp,agenzia,numero_polizza_cmp,progressivo,tipo_polizza_share,ramo_cmp,rischio_cmp,prodotto_cmp,ramo_share,cod_stato_share,cod_storno_share,cod_storno_cmp,data_annullamento,data_sospensione,effetto,scadenza_originale,scadenza_effettiva,scadenza_emesso,scadenza_incassato,frazionamento_share,durata_share,tacito_rinnovo_share,disdetta_share,giorni_mora,collaboratore_1,collaboratore_2,collaboratore_3,collaboratore_4,tipo_coass,ns_quota,cmp_delegataria,numero_polizza_delegataria,tipo_riparto_share,fl_vincolo,tipo_vincolo_cmp,scadenza_vincolo,codice_vincolo,fl_imposta,cmp_sostituita_1_ania,cmp_sostituita_1_exp,agenzia_sostituita_1,numero_polizza_sostituita_1,cmp_sostituente_ania,cmp_sostituente_exp,agenzia_sostituente,numero_polizza_sostituente,progressivo_sostituente,id_sostituente_exp,tipo_premi,tipo_premi_delega,netto_totale,diritti_totale,accessori_totale,imponibile_totale,antiracket_totale,ssn_totale,tasse_totale,lordo_totale,flag_riparto,canale_commerciale,numero_proposta_cmp,data_emissione,tipo_affare_share,libro_matricola,numero_applicazione_lm,ramo_gestione_cmp,diritti_emissione,diritti_puo,diritti_pur,polizza_lps,tipo_firma,cuc,particolarita_polizza_1,particolarita_polizza_2,filename,data_elaborazione_file,mandato,data_fine_sospensione,flag_POE
20,2014010196470,002920000006541,2014010196470,035,4,242,2014010196470,0,2,1,10,01023,10.0,ST,ST,026,2019-01-16,,2014-03-20,2019-03-20,2019-03-20,2019-03-20,2019-03-20,2,1.0,S,0,15,24210,000,010,000,1,10000,,,1,0,,,,,,,,2013010161414,35.0,4.0,,2019010024452,0,2019010024452,R,Q,175.8,0.0,0.0,175.81,0.0,18.45,46.57,222.38,N,,,2014-03-19,,N,,,0.0,0.0,0.0,,,,,,20_C_4_242_20240301150119_0_P.csv,2024-02-02,1,,
20,2022032474590,000000006411431,2022032474590,035,4,746,2022032474590,0,1,3,316 ,000158,13.0,SO,ST,8,2023-02-02,,2022-01-31,2023-01-31,2023-01-31,2023-01-31,2023-01-31,1,1.0,N,0,30,746,000,000,000,1,10000,,,1,0,,,0.0,S,23,3,746,,35.0,4.0,746,2023032514463,0,2023032514463,R,Q,208.17,16.4,20.82,245.39,2.45,0.0,54.61,300.0,N,,7543243,2022-01-27,,N,,,20.05,0.0,0.0,,,,,,20_C_4_746_20240314152340_0_P.csv,2024-02-06,1,,
20,2022032476869,002280000013459,2022032476869,035,4,567,2022032476869,0,1,3,316 ,000158,13.0,AT,,,,,2022-02-18,2024-02-18,2024-02-18,2024-02-18,2024-02-18,1,1.0,N,0,30,567,000,017,000,1,10000,,,1,0,,,0.0,S,23,3,567,,,,,,0,,R,Q,89.2,8.21,8.92,106.33,1.06,0.0,23.67,130.0,N,,7570967,2022-02-11,S,N,,,10.04,0.0,0.0,,,,,,20_C_4_567_20240314141040_0_P.csv,2024-02-04,1,,
20,2014802182127,001790000002823,2014802182127,035,4,692,2014802182127,0,1,80,80  ,000004,13.0,AT,,,,,2014-04-14,2024-04-14,2024-04-14,2024-04-14,2024-04-14,1,1.0,S,0,30,692,000,000,000,1,10000,,,1,0,,,0.0,S,23,3,692,,,,,,0,,R,Q,256.98,24.4,25.7,307.08,3.07,0.0,65.92,373.0,N,,2299466,2014-04-14,,N,,,29.64,0.0,0.0,,,,,,20_C_4_692_20240314141601_0_P.csv,2024-02-05,1,,
20,2022010498243,007640000017811,2022010498243,035,4,696,2022010498243,0,2,1,20,01023,10.0,SO,ST,026,2023-09-22,,2022-11-28,2023-09-22,2023-09-22,2023-09-22,2023-09-22,1,1.0,S,0,15,696,000,000,000,1,10000,,,1,0,,,,,,,,2022010381268,35.0,4.0,,2023010446732,0,2023010446732,R,Q,397.28,0.0,0.0,397.29,0.59,30.2,89.75,487.04,N,,,2022-11-30,,N,,,0.0,0.0,0.0,,,,,,20_C_4_696_20240314141829_0_P.csv,2024-02-05,1,,
20,2023103607612,000090000031895,2023103607612,035,4,380,2023103607612,0,1,10,101 ,000156,8.0,AT,,,,,2023-12-31,2024-12-31,2024-12-31,2024-12-31,2024-12-31,1,1.0,S,0,30,380,000,031,000,1,10000,,,1,0,,,0.0,S,23,3,380,,,,,,0,,R,Q,356.17,0.0,35.63,391.8,3.92,0.0,87.2,479.0,N,,9063641,2023-12-01,N,N,,,0.0,0.0,0.0,,,,,,20_C_4_380_20240306130029_0_P.csv,2024-02-03,1,,
20,2024032555908,000860000022176,2024032555908,035,4,408,2024032555908,0,1,3,300 ,000157,13.0,AT,,,,,2024-02-12,2025-02-12,2025-02-12,2025-02-12,,1,1.0,S,0,30,408,000,027,000,1,10000,,,1,0,,,0.0,S,23,3,408,,,,,,0,,R,Q,172.52,0.0,17.25,189.77,1.9,0.0,42.23,232.0,N,,9216464,2024-02-12,N,N,,,0.0,0.0,0.0,,,,,,20_C_4_408_20240306131601_0_P.csv,2024-02-03,1,,
20,2009010320893,003160000051631,2009010320893,035,4,122,2009010320893,0,2,1,10,01013,10.0,ST,ST,026,2009-07-16,,2009-07-05,2010-07-05,2010-07-05,2010-07-05,2010-07-05,1,1.0,S,15,15,12203,000,003,000,1,10000,,,1,0,,,,,,,,2009010313045,35.0,4.0,,2009010335918,0,2009010335918,R,Q,578.86,0.0,0.0,578.86,0.0,60.78,133.14,712.0,N,,,2009-07-07,,N,,,0.0,0.0,0.0,,,,,,20_C_4_122_20240301112716_0_P.csv,2024-02-01,1,,
20,2017010744943,006320000000543,2017010744943,035,4,898,2017010744943,37,2,1,20,01023,10.0,ST,NR,Z38,2018-06-12,,2017-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,1,1.0,N,0,15,898,000,000,000,1,10000,,,1,0,,,,,,,,,,,,,0,,R,Q,622.88,0.0,0.0,622.88,2.55,36.49,128.65,751.53,N,,,2017-12-18,,A,49300000000671.0,,0.0,0.0,0.0,,,,,,20_C_4_898_20240314155309_0_P.csv,2024-02-06,1,,
20,2020302100342,007570000039162,2020302100342,035,4,712,2020302100342,0,1,30,406 ,000110,13.0,ST,NR,10,2021-12-24,,2020-12-24,2021-12-24,2021-12-24,2021-12-24,2021-12-24,1,1.0,N,0,15,71217,000,017,000,1,10000,,,1,0,,,0.0,S,,,,,,,,,0,,R,Q,420.2,0.0,42.02,462.22,0.0,0.0,57.78,520.0,N,,6691571,2020-12-19,,N,,,0.0,0.0,0.0,,,,,,20_C_4_712_20240314144632_0_P.csv,2024-02-05,1,,
20,2015010009394,003310000016531,2015010009394,035,4,128,2015010009394,0,2,1,10,01023,10.0,ST,VE,018,2015-12-02,,2015-01-07,2016-01-07,2016-01-07,2016-01-07,2016-01-07,2,1.0,S,0,15,12840,000,040,000,1,10000,,,1,0,,,,,,,,2012010111071,,,,,0,,R,Q,321.64,0.0,0.0,321.64,0.0,33.77,85.23,406.87,N,,,2015-01-07,,N,,,0.0,0.0,0.0,,,,,,20_C_4_128_20240301111111_0_P.csv,2024-02-01,1,,
20,2015010473533,001680000013511,2015010473533,035,4,676,2015010473533,0,2,1,20,01023,10.0,ST,ST,026,2017-06-07,,2015-07-13,2017-07-13,2017-07-13,2017-07-13,2017-07-13,1,1.0,S,0,15,676,000,014,000,1,10000,,,1,0,,,,,,,,,35.0,4.0,,2017010367361,0,2017010367361,R,Q,435.65,0.0,0.0,435.66,1.58,29.08,94.81,530.47,N,,,2015-07-13,,N,,,0.0,0.0,0.0,,,,,,20_C_4_676_20240314140629_0_P.csv,2024-02-05,1,,
20,2017010271532,000000000217491,2017010271532,035,4,222,2017010271532,0,2,1,20,01023,10.0,ST,ST,026,2019-04-21,,2017-04-21,2019-04-21,2019-04-21,2019-04-21,2019-04-21,1,1.0,S,0,15,222,000,000,000,1,10000,,,1,0,,,,,,,,2014010196939,35.0,4.0,,2019010197305,0,2019010197305,R,Q,263.8,0.0,0.0,263.81,0.0,24.92,66.2,330.01,N,,,2017-05-03,,N,,,0.0,0.0,0.0,,,,,,20_C_4_222_20240301121028_0_P.csv,2024-02-01,1,,
20,2012010547742,000000005926137,2012010547742,035,4,149,2012010547742,0,2,1,20,01023,10.0,ST,ST,026,2014-08-03,,2012-08-03,2014-08-03,2014-08-03,2014-08-03,2014-08-03,2,1.0,S,0,15,149,000,001,000,1,10000,,,1,0,,,,,,,,2011010472916,35.0,4.0,,2014010577746,0,2014010577746,R,Q,636.97,12.2,0.0,649.18,1.97,44.38,142.03,791.21,N,,,2012-07-23,,N,,,0.0,0.0,0.0,,,,,,20_C_4_149_20240301111837_0_P.csv,2024-02-01,1,,
20,2017010319677,001810000007347,2017010319677,035,4,705,2017010319677,0,2,1,10,01023,10.0,ST,AR,161,2017-11-23,,2017-05-19,2017-11-23,2017-11-23,2017-11-23,2017-11-23,2,1.0,S,0,15,705,000,020,000,1,10000,,,1,0,,,,,,,,2016010258811,,,,,0,,R,Q,129.52,0.0,0.0,129.53,0.0,13.59,34.31,163.84,N,,,2017-05-19,,N,,,0.0,0.0,0.0,,,,,,20_C_4_705_20240314143243_0_P.csv,2024-02-05,1,,
20,2017502439402,002740000012174,2017502439402,035,4,207,2017502439402,0,5,50,450,000010,15.0,ST,SV,30,2018-07-18,,2017-08-24,2019-01-01,2019-01-01,2019-01-01,2018-07-01,9,9.0,S,0,0,20713,000,013,000,1,10000,,,1,0,,,0.0,S,,,,,,,,,0,,R,Q,77.18,10.2,19.29,106.67,0.0,0.0,13.34,120.01,N,,4381070,2017-08-24,,N,,,0.0,0.0,0.0,,,,,,20_C_4_207_20240301121236_0_P.csv,2024-02-01,1,,
20,2008102017977,000190000004780,2008102017977,035,4,244,2008102017977,0,1,10,101,000025,8.0,ST,DC,21,2015-06-27,,2008-06-27,2015-06-27,2015-06-27,2015-06-27,2015-06-27,1,1.0,S,0,15,24424,000,024,000,1,10000,,,1,0,,,0.0,S,,,,,,,,,0,,R,Q,66.92,0.0,6.69,73.61,0.0,0.0,16.39,90.0,N,,54474,2008-06-27,,N,,,0.0,0.0,0.0,,,,,,20_C_4_244_20240301150451_0_P.csv,2024-02-02,1,,
20,2015010195410,002840000010486,2015010195410,035,4,215,2015010195410,0,2,1,20,01023,10.0,ST,ST,026,2016-03-31,,2015-03-31,2016-03-31,2016-03-31,2016-03-31,2016-03-31,1,1.0,S,0,15,215,000,016,000,1,10000,,,1,0,,,,,,,,,35.0,4.0,,2016010168324,0,2016010168324,R,Q,352.3,5.0,0.0,357.31,1.68,19.85,72.8,430.11,N,,,2015-03-30,,N,,,0.0,0.0,0.0,,,,,,20_C_4_215_20240301120214_0_P.csv,2024-02-01,1,,
20,2014010788987,003520000031687,2014010788987,035,4,378,2014010788987,0,2,1,20,01023,10.0,ST,ST,026,2017-12-19,,2014-11-14,2018-11-14,2018-11-14,2018-05-14,2018-05-14,2,1.0,S,0,15,37836,000,036,000,1,10000,,,1,0,,,,,,,,2013010685013,35.0,4.0,,2017010748431,0,2017010748431,R,Q,318.33,12.2,0.0,330.54,1.25,20.33,69.38,399.92,N,,,2014-11-18,,N,,,0.0,0.0,0.0,,G,,,,20_C_4_378_20240306125646_0_P.csv,2024-02-03,1,,
20,2021010062324,001580000023793,2021010062324,035,4,855,2021010062324,0,2,1,20,01023,10.0,SO,ST,026,2023-02-11,,2021-02-11,2023-02-11,2023-02-11,2023-02-11,2023-02-11,1,1.0,S,0,15,85521,000,021,000,1,10000,,,1,0,,,,,,,,2018010083281,35.0,4.0,,2023010065120,0,2023010065120,R,Q,480.93,22.05,0.0,502.99,1.56,33.17,107.89,610.88,N,,,2021-02-10,,N,,,22.05,0.0,0.0,,,,,,20_C_4_855_20240314152012_0_P.csv,2024-02-06,1,,
20,2020010530343,002340000032554,2020010530343,035,4,737,2020010530343,0,2,1,20,01023,10.0,AT,,,,,2020-10-22,2024-10-15,2024-10-15,2024-04-15,2024-04-15,2,1.0,S,0,15,73718,000,018,000,1,10000,,,1,0,,,,,,,,2020010517462,,,,,0,,R,Q,227.27,0.0,0.0,227.28,0.0,22.4,57.92,285.2,N,,,2020-10-22,,N,,,0.0,0.0,0.0,,,,,,20_C_4_737_20240314151027_0_P.csv,2024-02-06,1,,
20,2021010412314,000350000002869,2021010412314,035,4,863,2021010412314,0,2,1,20,01023,10.0,SO,ST,026,2022-08-10,,2021-08-10,2022-08-10,2022-08-10,2022-08-10,2022-08-10,1,1.0,S,0,15,86303,000,003,000,1,10000,,,1,0,,,,,,,,2017010519623,35.0,4.0,,2022010361332,0,2022010361332,R,Q,299.93,0.0,0.0,299.94,0.0,24.22,64.81,364.75,N,,,2021-08-25,,N,,,0.0,0.0,0.0,,,,,,20_C_4_863_20240314152645_0_P.csv,2024-02-06,1,,
20,2017010765300,003430000096638,2017010765300,035,4,180,2017010765300,2458,2,1,20,01023,10.0,ST,NR,Z38,2018-12-31,,2017-12-31,2018-12-31,2018-12-31,9999-12-31,9999-12-31,1,1.0,N,0,15,180,000,000,000,1,10000,,,1,0,,,,,,,,,,,,,0,,R,Q,1638595.74,0.0,0.0,1638595.74,2433.77,132412.77,382557.26,2021153.0,N,,,2017-12-29,,A,34300000004420.0,,0.0,0.0,0.0,,,,,,20_C_4_180_20240301115032_0_P.csv,2024-02-01,1,,
20,2013010742483,002210000006056,2013010742483,035,4,532,2013010742483,0,2,1,20,01023,10.0,ST,ST,026,2015-03-11,2015-02-25,2013-11-29,2015-11-29,2015-11-29,2015-11-29,2015-11-29,1,1.0,S,0,15,532,000,098,000,1,10000,,,1,0,,,,,,,,2012010764922,35.0,4.0,,2015010152364,0,2015010152364,R,Q,745.81,4.95,0.0,750.77,0.09,77.78,197.64,948.41,N,,,2013-12-02,,N,,,0.0,0.0,0.0,,,,,,20_C_4_532_20240314135448_0_P.csv,2024-02-04,1,,
20,2015010507834,002430000022590,2015010507834,035,4,744,2015010507834,0,2,1,10,01006,10.0,ST,VA,132,2018-04-13,,2015-07-29,2018-07-29,2018-07-29,2018-07-29,2018-07-29,1,1.0,S,0,15,744,000,020,000,1,10000,,,1,0,,,,,,,,,,,,,0,,R,Q,139.49,0.0,0.0,139.49,0.0,0.0,0.0,139.49,N,,,2015-07-29,,N,,,0.0,0.0,0.0,,,,,,20_C_4_744_20240314152042_0_P.csv,2024-02-06,1,,
20,2020010552749,000150000027360,2020010552749,035,4,460,2020010552749,0,2,1,10,01023,10.0,ST,DC,016,2021-11-06,,2020-11-06,2021-11-06,2021-11-06,2021-11-06,2021-11-06,1,1.0,S,0,15,46002,000,002,000,1,10000,,,1,0,,,,,,,,,,,,,0,,R,Q,268.6,0.0,0.0,268.6,0.0,28.2,71.17,339.77,N,,,2020-11-06,,N,,,0.0,0.0,0.0,,,,,,20_C_4_460_20240306132550_0_P.csv,2024-02-03,1,,
20,2018010465802,000000001977469,2018010465802,035,4,802,2018010465802,0,2,1,20,01023,10.0,ST,VA,032,2018-07-29,,2018-07-29,2019-07-29,2019-07-29,2019-01-29,,2,1.0,S,0,15,80212,000,012,000,1,10000,,,1,0,,,,,,,,2016010455149,,,,,0,,R,Q,181.77,5.48,0.0,187.25,0.05,13.85,37.94,225.19,N,,,2018-07-27,,N,,,0.0,0.0,0.0,,,,,,20_C_4_802_20240314154513_0_P.csv,2024-02-06,1,,
20,2005010025564,002980000027326,2005010025564,035,4,283,2005010025564,0,2,1,20,01013,10.0,ST,IS,009,2014-01-31,,2005-01-31,2014-01-31,2014-01-31,2014-01-31,2014-01-31,2,1.0,S,0,15,283,000,000,000,1,10000,,,1,0,,,,,,,,0283010335089,,,,,0,,R,Q,291.03,2.17,0.0,293.21,0.06,30.12,76.87,370.08,N,,,2005-01-14,,N,,,0.0,0.0,0.0,,,,,,20_C_4_283_20240306125247_0_P.csv,2024-02-02,1,,
20,2023015000206,000000004253542,2023015000206,035,4,251,2023015000206,11,2,1,20,01023,10.0,ST,NR,Z38,2023-12-05,,2022-12-31,2023-12-31,2023-12-31,9999-12-31,9999-12-31,2,1.0,N,0,30,251,000,000,000,1,10000,,,1,0,,,,,,,,,,,,,0,,R,Q,20769.27,0.0,0.0,20769.27,117.91,941.71,3969.73,24739.0,N,,,2023-01-11,,A,26400050001766.0,,0.0,0.0,0.0,,,,,,20_C_4_251_20240301151525_0_P.csv,2024-02-02,1,,
20,2019010515341,000130000003690,2019010515341,035,4,411,2019010515341,0,2,1,20,01023,10.0,ST,VA,162,2020-03-15,,2019-09-15,2020-09-15,2020-09-15,2020-09-15,2020-09-15,2,1.0,S,0,30,411,000,000,000,1,10000,,,1,0,,,,,,,,,,,,,0,,R,Q,197.99,0.0,0.0,198.01,0.02,20.51,52.11,250.12,N,,,2019-09-12,,N,,,0.0,0.0,0.0,,,,,,20_C_4_411_20240306131702_0_P.csv,2024-02-03,1,,
20,20005627595,000580000010903,20005627595,035,4,368,20005627595,0,4,20,200 ,C10,100.0,AT,,,,,2015-09-29,2056-12-29,2056-12-29,,2056-12-29,1,1.0,N,0,15,368,000,012,000,1,10000,,,1,0,,,0.0,N,23,3,368,,,,,,0,,R,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,,,,,N,,,10.0,0.0,0.0,,,,,,20_C_4_368_20240306124953_0_P.csv,2024-02-03,1,,
20,2016010596775,003510000100375,2016010596775,035,4,299,2016010596775,10019,2,1,25,01031,10.0,ST,NR,Z38,2017-11-10,,2016-11-30,2017-11-30,2017-11-30,2017-11-30,2017-11-30,1,1.0,N,0,15,299,000,235,000,2,10000,,,1,0,,,,,,,,,,,,,0,,R,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,,,2016-11-29,,A,35100000001567.0,,0.0,0.0,0.0,,,,,,20_C_4_299_20240306125600_0_P.csv,2024-02-02,1,,
20,2016010599857,002770000021303,2016010599857,035,4,241,2016010599857,0,2,1,10,01023,10.0,ST,ST,026,2019-11-18,,2016-11-18,2019-11-18,2019-11-18,2019-11-18,2019-11-18,1,1.0,S,0,15,24126,000,026,000,1,10000,,,1,0,,,,,,,,2015010685813,35.0,4.0,,2019010583793,0,2019010583793,R,Q,150.45,0.0,0.0,150.45,0.0,15.79,39.86,190.31,N,,,2016-10-21,,N,,,0.0,0.0,0.0,,,,,,20_C_4_241_20240301145910_0_P.csv,2024-02-02,1,,
20,2018010415499,000910000007950,2018010415499,035,4,462,2018010415499,0,2,1,20,01023,10.0,ST,AR,161,2019-08-05,,2018-08-05,2019-08-05,2019-08-05,2019-08-05,2019-08-05,2,1.0,S,0,15,462,000,000,000,1,10000,,,1,0,,,,,,,,2018010109201,,,,,0,,R,Q,326.61,0.0,0.0,326.62,0.0,32.88,84.33,410.95,N,,,2018-07-04,,N,,,0.0,0.0,0.0,,,,,,20_C_4_462_20240306132825_0_P.csv,2024-02-03,1,,
20,2015010144505,003510000100375,2015010144505,035,4,299,2015010144505,5165,2,1,25,01031,10.0,ST,NR,Z38,2015-04-02,,2015-04-02,2017-03-02,2017-03-02,2017-03-02,2017-03-02,1,1.0,N,0,180,299,000,235,000,2,10000,,,1,0,,,,,,,,,,,,,0,,R,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,,,2015-04-01,,A,35100000001295.0,,0.0,0.0,0.0,,,,,,20_C_4_299_20240306125600_0_P.csv,2024-02-02,1,,
20,2014052519107,003250000004344,2014052519107,035,4,120,2014052519107,0,1,5,507,000022,1.0,ST,DC,21,2016-11-13,,2014-08-09,2016-11-13,2016-11-13,2016-11-13,2016-11-13,1,1.0,S,0,15,120,000,009,000,1,10000,,,1,0,,,0.0,S,,,,2010052194374,,,,,0,,R,Q,39.79,5.0,3.98,48.77,0.0,0.0,1.23,50.0,N,,2462052,2014-09-22,,N,,,0.0,0.0,0.0,,,,,,20_C_4_120_20240301112257_0_P.csv,2024-02-01,1,,
20,2019015006079,001550000002672,2019015006079,035,4,852,2019015006079,33,2,1,20,01031,10.0,ST,NR,Z38,,,2019-12-31,2020-12-31,2020-12-31,9999-12-31,9999-12-31,1,1.0,N,0,15,852,000,000,000,1,10000,,,1,0,,,,,,,,,,,,,0,,R,Q,287.97,0.0,0.0,287.97,1.87,10.64,52.04,340.01,N,,,2019-12-23,,A,15500050000037.0,,0.0,0.0,0.0,,G,,,,20_C_4_852_20240314151222_0_P.csv,2024-02-06,1,,
20,2015010683775,002290000025150,2015010683775,035,4,532,2015010683775,0,2,1,20,01023,10.0,AT,,,,,2015-11-13,2024-11-12,2024-11-12,2024-11-12,2024-11-12,1,1.0,S,0,15,532,000,009,000,1,10000,,,1,0,,,,,,,,,,,,,0,,R,Q,110.47,4.95,0.0,115.44,0.09,11.07,29.27,144.71,N,,,2015-11-13,,N,,,4.95,0.0,0.0,,,,,,20_C_4_532_20240314135448_0_P.csv,2024-02-04,1,,
20,2017010184258,002440000049994,2017010184258,035,4,764,2017010184258,0,2,1,10,01023,10.0,ST,ST,026,2019-03-15,2018-10-05,2017-03-28,2019-03-27,2019-03-27,2019-03-27,2019-03-27,2,1.0,S,0,15,764,000,031,000,1,10000,,,1,0,,,,,,,,,35.0,4.0,,2019010145251,0,2019010145251,R,Q,284.97,0.0,0.0,284.97,0.0,29.92,75.51,360.48,N,,,2017-03-28,,N,,,0.0,0.0,0.0,,,,,,20_C_4_764_20240314153750_0_P.csv,2024-02-06,1,,
20,2011052252544,002480000003478,2011052252544,035,4,202,2011052252544,0,1,5,500,000020,1.0,ST,VA,62,2011-04-24,,2011-04-24,2012-04-24,2012-04-24,2012-04-24,,1,1.0,S,0,15,20206,000,006,000,1,10000,,,1,0,,,0.0,S,,,,,,,,,0,,R,Q,46.93,0.0,4.69,51.62,0.0,0.0,1.3,52.92,N,,1092473,2011-03-11,,N,,,0.0,0.0,0.0,,,,,,20_C_4_202_20240301120853_0_P.csv,2024-02-01,1,,
20,2013102668190,002690000008904,2013102668190,035,4,263,2013102668190,0,1,10,100 ,000129,8.0,ST,DC,21,2021-10-26,,2013-11-23,2021-11-23,2021-11-23,2021-11-23,2021-11-23,1,1.0,S,0,30,263,000,099,000,1,10000,,,1,0,,,0.0,S,23,3,263,,,,,,0,,R,Q,1098.86,38.7,109.87,1247.43,0.0,0.0,277.57,1525.0,N,,2119942,2013-11-22,,N,,,45.52,0.0,0.0,,,,,,20_C_4_263_20240301151952_0_P.csv,2024-02-02,1,,
20,2022103484966,001130000009788,2022103484966,035,4,651,2022103484966,0,1,10,170 ,000156,8.0,AT,,,,,2022-10-15,2024-10-15,2024-10-15,2024-10-15,2024-10-15,1,1.0,S,0,30,65104,000,004,000,1,10000,,,1,0,,,0.0,S,23,3,651,,,,,,0,,R,Q,184.4,0.0,18.45,202.85,2.03,0.0,45.15,248.0,N,,8044151,2022-10-07,,N,,,0.0,0.0,0.0,,,,,,20_C_4_651_20240314135454_0_P.csv,2024-02-05,1,,
20,2012010825740,003430000039756,2012010825740,035,4,180,2012010825740,29,2,1,20,01015,10.0,ST,VA,094,2013-12-31,,2012-12-31,2013-12-31,2013-12-31,2013-12-31,2013-12-31,1,1.0,S,0,15,180,000,000,000,1,10000,,,1,0,,,,,,,,,,,,,0,,R,Q,25766.26,0.0,0.0,25766.26,70.46,1859.74,5757.7,31523.96,N,,,2012-12-28,,A,34300000002323.0,,0.0,0.0,0.0,,,,,,20_C_4_180_20240301115032_0_P.csv,2024-02-01,1,,
20,2019010662131,000000004280649,2019010662131,035,4,253,2019010662131,0,2,1,20,01023,10.0,ST,ST,026,2020-12-03,,2019-12-03,2020-12-03,2020-12-03,2020-12-03,2020-12-03,2,1.0,S,0,15,25320,000,020,000,1,10000,,,1,0,,,,,,,,2018010669392,35.0,4.0,,2020010580241,0,2020010580241,R,Q,271.77,0.0,0.0,271.79,1.31,12.0,51.21,323.0,N,,,2019-12-03,,N,,,0.0,0.0,0.0,,G,,,,20_C_4_253_20240301150036_0_P.csv,2024-02-02,1,,
20,2014010578602,000000002049346,2014010578602,035,4,822,2014010578602,0,2,1,20,01023,10.0,ST,VA,162,2018-02-02,,2014-08-02,2018-08-02,2018-08-02,2018-08-02,2018-08-02,2,1.0,S,0,15,822,000,000,000,1,10000,,,1,0,,,,,,,,010000000,,,,,0,,R,Q,270.21,2.48,0.0,272.7,0.12,27.29,70.59,343.29,N,,,2014-08-01,,N,,,0.0,0.0,0.0,,,,,,20_C_4_822_20240314160150_0_P.csv,2024-02-06,1,,
20,20000037528,001240000006156,20000037528,035,4,813,20000037528,0,4,20,200 ,143,100.0,AT,,,,,2021-09-01,2120-09-01,2120-09-01,,2120-09-01,1,1.0,N,0,15,813,000,000,000,1,10000,,,1,0,,,0.0,N,23,3,813,,,,,,0,,R,Q,750.0,0.0,0.0,750.0,0.0,0.0,0.0,750.0,N,,,,V,N,,,0.0,0.0,0.0,,,,,,20_C_4_813_20240314155140_0_P.csv,2024-02-06,1,,
20,2024010063362,006350000038517,2024010063362,035,4,874,2024010063362,0,2,1,20,01032,10.0,ST,VA,032,2024-02-19,,2024-02-19,2025-02-19,2025-02-19,2025-02-19,,1,1.0,S,0,15,874,000,044,000,1,10000,,,1,0,,,,,,,,2021010058677,,,,,0,,R,Q,1524.83,24.4,0.0,1549.24,2.17,134.16,373.35,1922.59,N,,,2024-02-09,,N,,,24.4,0.0,0.0,,,,,,20_C_4_874_20240314153400_0_P.csv,2024-02-06,1,,
20,2012010401163,002840000001897,2012010401163,035,4,215,2012010401163,0,2,1,10,01013,10.0,ST,ST,026,2012-08-21,2012-07-03,2012-05-22,2013-03-03,2013-03-03,2012-09-03,2012-09-03,2,1.0,S,0,15,215,000,016,000,1,10000,,,1,0,,,,,,,,2011010707842,35.0,4.0,,2012010586196,0,2012010586196,R,Q,155.19,0.0,0.0,155.19,0.0,16.29,41.12,196.31,N,,,2012-05-22,,N,,,0.0,0.0,0.0,,,,,,20_C_4_215_20240301120214_0_P.csv,2024-02-01,1,,
20,2018010021377,002740000030093,2018010021377,035,4,207,2018010021377,0,2,1,20,01023,10.0,ST,ST,026,2020-01-04,,2018-01-04,2020-01-04,2020-01-04,2020-01-04,2020-01-04,1,1.0,S,0,15,20708,000,008,000,1,10000,,,1,0,,,,,,,,2017010009235,35.0,4.0,,2020010032959,0,2020010032959,R,Q,594.65,24.4,0.0,619.05,1.77,34.24,120.09,739.14,N,,,2018-01-10,,N,,,24.4,0.0,0.0,,,,,,20_C_4_207_20240301121236_0_P.csv,2024-02-01,1,,
20,2015010061350,003480000002788,2015010061350,035,4,194,2015010061350,0,2,1,20,01023,10.0,ST,ST,026,2017-01-29,,2015-01-30,2017-01-29,2017-01-29,2017-01-29,2017-01-29,1,1.0,S,0,15,194,000,058,000,1,10000,,,1,0,,,,,,,,,35.0,4.0,,2017010039596,0,2017010039596,R,Q,672.11,0.0,0.0,672.13,1.49,50.29,148.23,820.36,N,,,2015-01-29,,N,,,0.0,0.0,0.0,,,,,,20_C_4_194_20240301120515_0_P.csv,2024-02-01,1,,
20,0215050008151,000000004565984,0215050008151,035,4,215,0215050008151,0,1,5,500,000102,1.0,ST,ST,8,2008-08-25,,2002-08-25,2008-08-25,2008-08-25,2008-08-25,,1,1.0,S,0,15,21512,000,012,000,1,10000,,,1,0,,,0.0,S,,,,,35.0,4.0,215,0215050009929,0,0215050009929,R,Q,518.52,15.0,51.85,585.37,0.0,0.0,14.62,599.99,N,,215050008151M,2002-08-25,,N,,,0.0,0.0,0.0,,,,,,20_C_4_215_20240301120214_0_P.csv,2024-02-01,1,,
