tp_record_share,id_polizza_exp,id_polizza_invio,compagnia_ania,compagnia_exp,agenzia,numero_polizza_cmp,progressivo,tipo_codice_veicolo,codice_veicolo,data_immatricolazione,settore_rca_share,classe_rca_share,uso_rca_share,tipo_targa_share,targa,telaio,marca,modello,tipo_tariffa_rca_share,bonus_malus_universale,bonus_malus_interna,tp_alimentazione_share,cavalli_fiscali,quintali,posti,cilindrata,peso_posti_rim,kw,massimale_cose,massimale_persone,codice_convenzione,valore_veicolo,fl_indicizzazione,indice_base,indice_istat,tariffa_vita,regolaz_premio,dt_pross_regolazione,gg_comunicazione_dati_regolazione,marca_scatola_nera,natanti_numero_motori,natanti_stazza,natanti_lunghezza_fuori_tutto,natanti_velocita_massima,natanti_immatricolazione_estera,natanti_uso_diporto,libro_matricola,numero_applicazione_lm,descrizione_tariffa_vita,data_prossima_qz,tipo_polizza_vita_share,capitale_caso_morte,capitale_iniziale,capitale_rivalutato,data_ultima_rivalutazione,totale_quote,finanziamento,visita_medica,adeguamento_capitale,durata_pag_premi,cumulo_versamenti,cumulo_riscatti,eta_minima,eta_massima,versamento_minimo,versamento_massimo,data_rescindibilita,percentuale_detraibilita,benefici_mutualita,filename,data_elaborazione_file,mandato
21,2014802181778,2014802181778,035,4,210,2014802181778,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010147270,2016010147270,035,4,210,2016010147270,0,M,000000,2008-06-13,5,31,1,0,DG94075,,MBK,CC660,,12,24,BENZINA,0,0,0,660,0,0,6000000.0,6000000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017103027105,2017103027105,035,4,210,2017103027105,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2021-06-29,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2010802057191,2010802057191,035,4,210,2010802057191,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,S,294.4,1.0,,,,0,,0,0,0,0,N,N,N,,,2025-03-03,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010718958,2015010718958,035,4,210,2015010718958,0,C,000000,2012-04-05,4,3,2,0,EL236FH,,IVECO,ML 80,,11,24,DIESEL,0,80,0,0,0,0,6000000.0,6000000.0,0945,22000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010706859,2017010706859,035,4,210,2017010706859,0,A,109204,2016-01-26,1,1,1,0,FC032HX,,VOLKSWAGEN,Tiguan 1a serie,,4,25,DIESEL,20,0,5,1968,0,110,7290000.0,7290000.0,0948,27850.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2019-11-20,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,0210100089790,0210100089790,035,4,210,0210100089790,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,S,219.7,1.34,,,,0,,0,0,0,0,N,N,N,,,2024-12-31,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,S,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010558921,2015010558921,035,4,210,2015010558921,0,A,059662,2005-03-31,1,1,1,0,CV802XH,,LANCIA,Ypsilon,,1,1,BENZINA,14,0,0,0,0,44,7750000.0,7750000.0,0948,2500.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-03-21,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010299922,2016010299922,035,4,210,2016010299922,0,C,000000,2011-05-30,4,3,2,0,EJ742AM,,FIAT,PUNTO VAN,,9,22,DIESEL,0,16,0,0,0,0,6000000.0,6000000.0,0945,5000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010436171,2017010436171,035,4,210,2017010436171,0,H,999999,2017-06-20,5,30,1,0,X7WWN5,195696,PIAGGIO,50,,14,29,BENZINA,0,0,0,50,0,0,7290000.0,7290000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016102911492,2016102911492,035,4,210,2016102911492,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-05-31,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010410571,2017010410571,035,4,210,2017010410571,0,A,318402,,1,1,1,0,DN115PG,07,BMW,Serie 3 (E92),,1,5,,0,0,400,9951,0,12507,7290000.0,7290000.0,0948,720000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,S,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010748917,2015010748917,035,4,210,2015010748917,0,C,000000,2008-08-28,4,3,2,0,DS677SF,,FORD,TRANSIT CONNECT 230L,,9,22,DIESEL,0,24,0,0,0,0,6000000.0,6000000.0,0948,2000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2013052414088,2013052414088,035,4,210,2013052414088,0,,,,0,0,0,0,DS 601 TF           ,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,DS 601 TF,,,0,,0,0,0,0,N,N,N,,,2024-06-01,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010540094,2017010540094,035,4,210,2017010540094,0,T,000000,2001-02-22,7,70,2,0,BS039884,,FIAT,TRATTORI 566 12,,1,7,DIESEL,0,0,0,0,50,0,1300000.0,6450000.0,2668,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-08-29,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,0210050021693,0210050021693,035,4,210,0210050021693,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2020-04-12,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,84.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2013010312152,2013010312152,035,4,210,2013010312152,0,A,089644,2013-04-30,1,1,1,0,ER312WC,,FIAT,Freemont,,1,5,DIESEL,20,0,0,0,0,103,6000000.0,6000000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010747162,2015010747162,035,4,210,2015010747162,263,,,2016-10-31,0,0,0,0,FF292XA,,AUDI,A3 3a serie,,,,,0,0,0,0,0,0,0.0,0.0,0681,21600.0,N,0.0,0.0,,,2016-06-30,0,,0,0,0,0,N,N,A,28300000001522.0,,,,0.0,0.0,0.0,,0.0,,,,0,0.0,0.0,0,0,0.0,0.0,,,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017103007076,2017103007076,035,4,210,2017103007076,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010166503,2017010166503,035,4,210,2017010166503,0,A,076267,2009-02-19,1,1,1,0,DV076PX,,VOLKSWAGEN,Polo 4a serie,1.0,1,2,BENZINA,14,0,5,1198,0,44,6000000.0,6000000.0,,4400.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010340277,2017010340277,035,4,210,2017010340277,0,M,000590,2006-09-19,5,31,1,0,DA36106,,APRILIA,96,,13,25,BENZINA,0,0,0,96,0,0,6000000.0,6000000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010327332,2016010327332,035,4,210,2016010327332,0,A,103061,2014-06-18,1,1,1,0,EW675GB,,VOLKSWAGEN,Polo 5a serie,,1,1,BENZINA,12,0,5,999,0,44,6000000.0,6000000.0,0948,8100.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017102990249,2017102990249,035,4,210,2017102990249,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-06-30,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2012052338463,2012052338463,035,4,210,2012052338463,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-04-15,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,61.88,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010724194,2015010724194,035,4,210,2015010724194,0,A,066594,2007-03-29,1,1,1,0,DG614GE,,RENAULT,Clio 3a serie,,1,1,DIESEL,16,0,0,0,0,63,6000000.0,6000000.0,0948,2500.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010746170,2015010746170,035,4,210,2015010746170,0,A,060066,2004-04-07,1,1,1,0,CN178GX,,FORD,Focus 2/Focus C-Max,,1,1,DIESEL,17,0,0,0,0,80,7290000.0,7290000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2013032156422,2013032156422,035,4,210,2013032156422,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010118241,2017010118241,035,4,210,2017010118241,0,C,000000,1991-12-31,4,3,2,0,BSD87969,,EFFEDI TS,TS,,14,27,DIESEL,0,22,0,0,0,0,6000000.0,6000000.0,0945,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010524429,2016010524429,035,4,210,2016010524429,0,A,047129,2000-05-31,1,1,1,0,BM793FB,,RENAULT,Clio 2a serie,1.0,1,2,BENZINA,14,0,0,0,0,43,6000000.0,6000000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010330005,2017010330005,035,4,210,2017010330005,0,T,000000,1991-03-03,7,70,2,0,BS050137,,FIAT,110 90 DT 15,,5,14,DIESEL,0,0,0,0,60,0,7800000.0,7800000.0,2668,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010317630,2016010317630,035,4,210,2016010317630,0,H,000000,2010-05-27,5,30,1,0,X6SDWT,282016213,MALAGUTI,Phantom,,10,25,BENZINA,0,0,0,49,0,0,7290000.0,7290000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2020-06-08,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2011102385269,2011102385269,035,4,210,2011102385269,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2023-06-26,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010543060,2016010543060,035,4,210,2016010543060,0,A,056786,2004-09-29,1,1,1,0,CR967HD,,LEXUS,IS 1a serie,,1,3,BENZINA,20,0,0,0,0,114,10400000.0,10400000.0,0948,2500.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010164596,2016010164596,035,4,210,2016010164596,0,A,096552,2016-03-25,1,1,1,0,FC488SP,,LANCIA,Ypsilon 3a serie,,1,1,BENZINA,14,0,5,1242,0,51,7750000.0,7750000.0,0948,13200.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-03-29,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2013010141745,2013010141745,035,4,210,2013010141745,0,T,000000,1970-01-01,7,70,2,0,BS028411,,MASSEY,FERGSON,0.0,5,14,DIESEL,0,0,0,0,50,0,6000000.0,6000000.0,3549,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010599667,2017010599667,035,4,210,2017010599667,0,A,095913,2013-12-30,1,1,1,0,ET752VY,,KIA,Venga,,1,9,DIESEL,16,0,0,0,0,66,7290000.0,7290000.0,0948,17000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016102972611,2016102972611,035,4,210,2016102972611,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010086361,2017010086361,035,4,210,2017010086361,0,A,110620,2017-02-10,1,1,1,0,FH198BP,,FIAT,Panda Cross,,1,1,DIESEL,15,0,4,1248,0,70,7750000.0,7750000.0,0948,20900.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-04-29,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010492130,2016010492130,035,4,210,2016010492130,0,A,061171,2004-01-29,1,1,1,0,CM832EX,,RENAULT,Clio 2a serie,,1,13,DIESEL,16,0,0,0,0,48,7290000.0,7290000.0,0948,2900.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010747162,2015010747162,035,4,210,2015010747162,44,,,,0,0,0,0,X079358,,,,,,,,0,0,0,0,0,0,0.0,0.0,0681,0.0,N,0.0,0.0,,,2016-06-30,0,,0,0,0,0,N,N,A,28300000001525.0,,,,0.0,0.0,0.0,,0.0,,,,0,0.0,0.0,0,0,0.0,0.0,,,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2014102768068,2014102768068,035,4,210,2014102768068,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-03-27,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010602439,2017010602439,035,4,210,2017010602439,0,A,093776,2016-01-22,1,1,1,0,FC444HY,,FIAT,Panda 3a serie,,1,1,BENZINA,14,0,0,0,0,51,7750000.0,7750000.0,0948,6500.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-10-12,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2012052361680,2012052361680,035,4,210,2012052361680,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,45.6,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010414189,2017010414189,035,4,210,2017010414189,0,R,000000,2005-04-01,4,41,2,0,AD64515,,GEPA,CAR,,11,,,0,0,0,0,0,0,7750000.0,7750000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2023-07-16,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2014102787466,2014102787466,035,4,210,2014102787466,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2018-12-18,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010305563,2016010305563,035,4,210,2016010305563,0,C,000000,2009-01-14,4,3,2,0,DR849TW,,IVECO,DAILY,,14,27,DIESEL,0,35,0,0,0,0,6000000.0,6000000.0,0945,10000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010354193,2017010354193,035,4,210,2017010354193,0,A,110553,2017-05-23,1,1,1,0,FK041DP,,FIAT,500 (2015--->),,1,1,BENZINA,14,0,4,1242,0,51,7800000.0,7800000.0,0948,13850.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010210029,2015010210029,035,4,210,2015010210029,0,A,087043,2010-11-30,1,1,1,0,EG076DG,,KIA,Sportage 3a serie,1.0,1,1,BENZINA,17,0,5,1591,0,99,6000000.0,6000000.0,0948,8300.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2014010683629,2014010683629,035,4,210,2014010683629,0,A,078210,2009-10-30,1,1,1,0,DY644NW,,LANCIA,Delta (2008--->),,4,21,DIESEL,17,0,0,0,0,88,6000000.0,6000000.0,0948,12250.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010298447,2016010298447,035,4,210,2016010298447,0,A,057355,2003-07-17,1,1,1,0,CJ842BG,,FORD,Fiesta 4a serie,,4,14,BENZINA,14,0,0,0,0,55,7290000.0,7290000.0,0948,5900.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010536051,2017010536051,035,4,210,2017010536051,0,T,000000,2012-06-20,7,70,2,0,BG495T,,FENDT,211,,3,15,DIESEL,0,0,0,0,30,0,10400000.0,10400000.0,2668,60000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-09-17,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010117827,2016010117827,035,4,210,2016010117827,0,A,052212,2004-01-01,1,1,1,0,CR797HD,,VOLKSWAGEN,Polo 4a serie,,1,1,BENZINA,14,0,5,1198,0,47,6000000.0,6000000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016102902205,2016102902205,035,4,210,2016102902205,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010342665,2017010342665,035,4,210,2017010342665,0,A,097059,2016-03-10,1,1,1,0,FD911CV,,BMW,Serie 5 (F10/F11),,1,1,DIESEL,20,0,5,1995,0,140,6000000.0,6000000.0,0948,28000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010165215,2017010165215,035,4,210,2017010165215,0,M,999999,2016-03-23,5,31,1,0,ED72813,,MASH,397,,14,26,BENZINA,0,0,0,397,0,0,6000000.0,6000000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010741933,2015010741933,035,4,210,2015010741933,0,A,050093,2001-03-27,1,1,1,0,BS722AC,,CHRYSLER,Voy./G.Voyager 3a s,,1,13,DIESEL,23,0,7,2499,0,104,6000000.0,6000000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015802212591,2015802212591,035,4,210,2015802212591,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2008032021874,2008032021874,035,4,210,2008032021874,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,S,228.3,1.29,,,,0,,0,0,0,0,N,N,N,,,2024-11-14,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010322094,2016010322094,035,4,210,2016010322094,0,A,000000,1999-06-03,1,1,1,0,BD528NM,,RENAULT,Megane 2a serie,,1,2,BENZINA,17,0,0,0,0,79,6000000.0,6000000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010613901,2015010613901,035,4,210,2015010613901,0,A,065401,2005-09-30,1,1,1,0,CY727SL,,RENAULT,Modus 1a serie,,2,18,DIESEL,16,0,5,1461,0,63,7290000.0,7290000.0,3150,3500.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2012052372821,2012052372821,035,4,210,2012052372821,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-12-31,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2014010782355,2014010782355,035,4,210,2014010782355,0,C,000000,2013-09-30,4,3,2,0,ES650PJ,,FIAT,DUCATO,,8,25,DIESEL,0,28,0,0,0,0,6000000.0,6000000.0,0948,16300.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
