tp_record_share,id_polizza_exp,id_polizza_invio,compagnia_ania,compagnia_exp,agenzia,numero_polizza_cmp,progressivo,tipo_codice_veicolo,codice_veicolo,data_immatricolazione,settore_rca_share,classe_rca_share,uso_rca_share,tipo_targa_share,targa,telaio,marca,modello,tipo_tariffa_rca_share,bonus_malus_universale,bonus_malus_interna,tp_alimentazione_share,cavalli_fiscali,quintali,posti,cilindrata,peso_posti_rim,kw,massimale_cose,massimale_persone,codice_convenzione,valore_veicolo,fl_indicizzazione,indice_base,indice_istat,tariffa_vita,regolaz_premio,dt_pross_regolazione,gg_comunicazione_dati_regolazione,marca_scatola_nera,natanti_numero_motori,natanti_stazza,natanti_lunghezza_fuori_tutto,natanti_velocita_massima,natanti_immatricolazione_estera,natanti_uso_diporto,libro_matricola,numero_applicazione_lm,descrizione_tariffa_vita,data_prossima_qz,tipo_polizza_vita_share,capitale_caso_morte,capitale_iniziale,capitale_rivalutato,data_ultima_rivalutazione,totale_quote,finanziamento,visita_medica,adeguamento_capitale,durata_pag_premi,cumulo_versamenti,cumulo_riscatti,eta_minima,eta_massima,versamento_minimo,versamento_massimo,data_rescindibilita,percentuale_detraibilita,benefici_mutualita,filename,data_elaborazione_file,mandato
21,2011102404770,2011102404770,035,4,210,2011102404770,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2022-07-21,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016102914447,2016102914447,035,4,210,2016102914447,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-04-08,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2012102561143,2012102561143,035,4,210,2012102561143,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010488225,2017010488225,035,4,210,2017010488225,0,A,088439,2012-09-28,1,1,1,0,EN157RX,,CITROEN,C3 2a serie,,1,1,DIESEL,16,0,5,1398,0,50,7290000.0,7290000.0,3150,7800.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2021-08-07,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,0210030019235,0210030019235,035,4,210,0210030019235,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,S,,0,,0,0,0,0,N,N,N,,,2019-12-31,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2011052242167,2011052242167,035,4,210,2011052242167,0,,,,0,0,0,0,CZ548LG             ,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,CZ548LG,,,0,,0,0,0,0,N,N,N,,,2020-02-01,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010666594,2017010666594,035,4,210,2017010666594,0,A,109775,2015-05-15,1,1,1,0,EZ164MG,,FORD,Fiesta 5a serie,,3,21,DIESEL,16,0,0,0,0,70,7290000.0,7290000.0,0948,9100.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2013102668498,2013102668498,035,4,210,2013102668498,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2023-10-20,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2010010478032,2010010478032,035,4,210,2010010478032,0,A,072264,2007-11-01,1,1,1,0,DM953ML,,BMW,X5            (E70),,7,20,DIESEL,26,0,5,2993,0,173,10400000.0,10400000.0,0945,19500.0,N,0.0,0.0,Bonus/malus 38 (per Settori I e II),,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010192340,2016010192340,035,4,210,2016010192340,0,T,000000,2015-04-07,7,70,2,0,BG672V,,trattrice agricola,4 RM,,6,18,DIESEL,0,0,0,0,22,0,7750000.0,7750000.0,2668,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-11-05,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010172446,2017010172446,035,4,210,2017010172446,0,M,001847,2010-04-07,5,31,1,0,DP73384,,Yamaha,MT-03,,13,25,BENZINA,0,0,0,660,0,0,7290000.0,7290000.0,0945,2750.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2013010343132,2013010343132,035,4,210,2013010343132,0,M,000000,2013-05-29,5,31,1,0,DW38308,,KTM,LC8,,9,16,BENZINA,0,0,0,1000,0,0,6000000.0,6000000.0,0948,11000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2014102752379,2014102752379,035,4,210,2014102752379,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-08-29,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010194600,2015010194600,035,4,210,2015010194600,0,A,048910,2003-04-05,1,1,1,0,CJ679BG,,MERCEDES,Classe C   (W/S203),,1,12,DIESEL,21,0,5,2148,0,105,6000000.0,6000000.0,3216,8400.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010684256,2017010684256,035,4,210,2017010684256,0,A,059570,2006-11-16,1,1,1,0,DE829LX,,LANCIA,Thesis,,5,18,DIESEL,22,0,0,0,0,136,7290000.0,7290000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010669268,2016010669268,035,4,210,2016010669268,0,A,088197,2011-04-06,1,1,1,0,EH049RA,,FORD,S-Max,,1,1,DIESEL,21,0,0,0,0,147,10400000.0,10400000.0,0945,9000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2011010215574,2011010215574,035,4,210,2011010215574,0,A,000000,1989-11-03,1,1,1,0,BSB50862,,LAND ROVER,SANTANA,1.0,1,4,BENZINA,15,0,0,0,0,47,6000000.0,6000000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010715995,2016010715995,035,4,210,2016010715995,0,A,067477,2007-09-21,1,1,1,0,DL253JC,,TOYOTA,Yaris 2a serie,,1,1,BENZINA,12,0,0,0,0,51,7290000.0,7290000.0,3150,2000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2019-12-21,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010113415,2016010113415,035,4,210,2016010113415,0,A,088243,2011-06-14,1,1,1,0,EJ998KY,,VOLVO,V60 (2010---->),,1,3,DIESEL,20,0,0,0,0,120,6000000.0,6000000.0,0948,14000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010046014,2016010046014,035,4,210,2016010046014,0,T,000000,2008-11-11,7,70,2,0,BE061H,,CARRARO,ERGIT,,14,26,DIESEL,0,0,0,0,20,0,6000000.0,6000000.0,3549,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010634743,2016010634743,035,4,210,2016010634743,0,A,067799,2006-11-07,1,1,1,0,DC270LK,,PEUGEOT,207,,1,1,DIESEL,17,0,0,0,0,66,6000000.0,6000000.0,0948,1000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010190172,2017010190172,035,4,210,2017010190172,0,M,005136,2016-06-29,5,31,1,0,EG24092,,Piaggio,Vespa 125 Primavera,,14,26,BENZINA,0,0,0,124,0,0,6000000.0,6000000.0,0948,3780.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,0210030018728,0210030018728,035,4,210,0210030018728,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,S,,0,,0,0,0,0,N,N,N,,,2025-03-31,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010734877,2015010734877,035,4,210,2015010734877,0,A,060695,2006-05-04,1,1,1,0,DA892PM,,VOLKSWAGEN,Golf 5a serie,1.0,1,9,DIESEL,19,0,0,0,0,77,6000000.0,6000000.0,0948,4000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2011052271325,2011052271325,035,4,210,2011052271325,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2014010074383,2014010074383,035,4,210,2014010074383,0,A,089137,2014-01-30,1,1,1,0,ET399VX,,MINI,Mini Countryman,,12,30,DIESEL,20,0,5,1995,0,82,10400000.0,10400000.0,0945,27000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017103059979,2017103059979,035,4,210,2017103059979,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2013010290811,2013010290811,035,4,210,2013010290811,0,T,000000,2009-03-10,7,70,2,0,BB597V,,ARGO,TRACTORS T1BL/DA LANDINI,0.0,7,19,DIESEL,0,0,0,0,22,0,6000000.0,6000000.0,2668,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2014010124395,2014010124395,035,4,210,2014010124395,0,C,000000,2010-01-21,4,3,2,0,EA653FK,,FIAT,DOBLO',,14,27,DIESEL,0,21,0,0,0,0,6000000.0,6000000.0,0945,11000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010125911,2016010125911,035,4,210,2016010125911,0,H,999999,2011-07-21,5,30,1,0,X56S32,0051656,PIAGGIO,GILERA,1.0,1,5,BENZINA,0,0,0,50,0,0,7290000.0,7290000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2019-03-10,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,20004201381,20004201381,035,4,210,20004201381,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,RISPARMIO REALE,,,0,,0,0,0,0,N,N,N,,RISPARMIO REALE,2024-05-14,RI,999999999999.0,28074.03,30004.63,2023-03-14,9999999999.0,,N,RIVALUTAZIONE,5479,28250.0,999999999999.0,18,85,1185.0,999999999999.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2014010696776,2014010696776,035,4,210,2014010696776,0,A,086168,2010-10-26,1,1,1,0,ED843XA,,NISSAN,Juke,1.0,1,12,BENZINA,17,0,0,0,0,86,6000000.0,6000000.0,0948,10700.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010740511,2015010740511,035,4,210,2015010740511,0,A,063608,2007-01-23,1,1,1,0,DF234WD,,MERCEDES,Classe A (W/C169),,1,2,DIESEL,20,0,5,1991,0,80,15500000.0,15500000.0,0948,6800.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2013010735898,2013010735898,035,4,210,2013010735898,0,C,000000,2003-11-11,4,3,2,0,ZA587RE,,TOYOTA,LAND CRUISER,,11,27,DIESEL,0,26,0,0,0,0,6000000.0,6000000.0,0945,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2014010636686,2014010636686,035,4,210,2014010636686,0,A,050826,2002-10-16,1,1,1,0,CC456TJ,,FIAT,Doblo,,1,5,DIESEL,19,0,0,0,0,74,10400000.0,10400000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016502386341,2016502386341,035,4,210,2016502386341,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2013010145778,2013010145778,035,4,210,2013010145778,0,T,000000,1995-05-03,7,70,2,0,AA113X,,NEW HOLLAND,.,,1,2,DIESEL,0,0,0,0,60,0,7750000.0,7750000.0,2668,1000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-03-08,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015102849596,2015102849596,035,4,210,2015102849596,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,S,,60,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,20004360238,20004360238,035,4,210,20004360238,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,VALORE VITA STANDARD,,,0,,0,0,0,0,N,N,N,,VALORE VITA STANDARD,2024-10-26,TCM,999999999999.0,100000.0,100000.0,,9999999999.0,,N,,5479,1291.16,999999999999.0,18,75,45.0,999999999999.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010627914,2017010627914,035,4,210,2017010627914,0,T,000000,1995-08-24,7,70,2,0,AL055708,,FORD,N.H. CANADA FIATAGRI G,,8,20,DIESEL,0,0,0,0,60,0,7750000.0,7750000.0,2668,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2025-01-16,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010323198,2017010323198,035,4,210,2017010323198,0,A,087297,2011-03-02,1,1,1,0,EH630LL,,PEUGEOT,5008 1a serie,1.0,1,2,DIESEL,17,0,5,1560,0,82,6000000.0,6000000.0,0948,7800.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2008052035294,2008052035294,035,4,210,2008052035294,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,S,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010382567,2016010382567,035,4,210,2016010382567,0,A,111288,2015-11-27,1,1,1,0,FB355NE,,MERCEDES,Classe B(T246/T242),,1,4,DIESEL,16,0,5,1461,0,80,6000000.0,6000000.0,0948,24500.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010478700,2017010478700,035,4,210,2017010478700,0,A,065974,2005-06-22,1,1,1,0,CR919TA,,JEEP,Gr. Cherokee 2a s.,,1,2,DIESEL,26,0,0,0,0,160,7290000.0,7290000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2012102555111,2012102555111,035,4,210,2012102555111,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010072004,2017010072004,035,4,210,2017010072004,0,T,000000,1986-04-18,7,70,2,0,BS042834,,FIAY,80 A 4 RM,,14,26,DIESEL,0,0,0,0,50,0,6000000.0,6000000.0,3549,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2010052225468,2010052225468,035,4,210,2010052225468,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-06-30,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010166301,2017010166301,035,4,210,2017010166301,0,A,043752,1998-01-02,1,1,1,0,AP121RA,,ALFA ROMEO,145,,1,1,BENZINA,15,0,0,0,0,76,1220000.0,6070000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2020-03-15,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2013010041327,2013010041327,035,4,210,2013010041327,0,T,000000,2005-12-09,7,70,2,0,BA719G,,LANDINI,PRLL/BA,0.0,8,26,DIESEL,0,0,0,0,60,0,6000000.0,6000000.0,3549,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2009052077015,2009052077015,035,4,210,2009052077015,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-08-01,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,38.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010087187,2016010087187,035,4,210,2016010087187,0,M,999999,2004-10-04,5,31,1,0,BH63569,,MALAGUTI,67 VAR,1.0,7,20,BENZINA,0,0,0,244,0,0,6000000.0,6000000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2015010395107,2015010395107,035,4,210,2015010395107,0,H,000000,2009-12-15,5,30,1,0,X3RJWP,515600,MINARELLI,50 C.C.,,11,26,BENZINA,0,0,0,50,0,0,6000000.0,6000000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,20004226386,20004226386,035,4,210,20004226386,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,VALORE VITA LIGHT,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2014010391847,2014010391847,035,4,210,2014010391847,0,M,001946,2008-12-05,5,31,1,0,DJ25532,,,LIBERTY 125 C.C,,1,1,BENZINA,0,0,0,124,0,0,6000000.0,6000000.0,0948,1000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2017010341005,2017010341005,035,4,210,2017010341005,0,M,002464,2008-10-13,5,31,1,0,DJ56188,,Honda,XL 700 V Transalp,,8,20,BENZINA,0,0,0,680,0,0,7290000.0,7290000.0,0948,3000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2023-06-07,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2014010419250,2014010419250,035,4,210,2014010419250,0,M,000000,2008-03-20,5,31,1,0,DF44272,,BMW,K 1200 GT,1.0,5,14,BENZINA,0,0,0,1157,0,0,6000000.0,6000000.0,0948,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2013052437454,2013052437454,035,4,210,2013052437454,0,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0.0,0.0,,0.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2024-09-17,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,63.63,N,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010611775,2016010611775,035,4,210,2016010611775,0,A,084305,2010-11-30,1,1,1,0,EH416LP,,BMW,Serie 5 (F10/F11),,1,1,BENZINA,26,0,5,2979,0,225,7290000.0,7290000.0,0948,12000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,2019-11-28,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010721817,2016010721817,035,4,210,2016010721817,44,,,2016-04-29,0,0,0,0,FD713JH,,AUDI,A4 5a serie,,,,,0,0,0,0,0,0,0.0,0.0,0681,30100.0,N,0.0,0.0,,,2017-06-30,0,,0,0,0,0,N,N,A,28300000001628.0,,,,0.0,0.0,0.0,,0.0,,,,0,0.0,0.0,0,0,0.0,0.0,,,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2016010237989,2016010237989,035,4,210,2016010237989,0,M,000493,2007-06-05,5,31,1,0,DB60657,,YAMAHA,XP500,,10,9,BENZINA,0,0,0,499,0,0,6000000.0,6000000.0,0948,4500.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
21,2009010532833,2009010532833,035,4,210,2009010532833,0,A,049447,2001-01-01,1,1,1,0,BR749FM,,FIAT,Marea,1.0,1,1I,DIESEL,19,0,0,0,0,81,6000000.0,6000000.0,0945,1000.0,N,0.0,0.0,,,,0,,0,0,0,0,N,N,N,,,,,0.0,0.0,0.0,,0.0,N,N,,0,0.0,0.0,0,0,0.0,0.0,,0.0,,21_C_4_210_20240318125508_0_P.csv,2024-03-18,1
